File,Namespace,Has i18n,String,Line,Type,Suggested Key
components\canvas\canvas-panel.tsx,common,No,"ghost",380,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"icon",380,PropString,common.icon
components\canvas\canvas-panel.tsx,common,No,"ghost",392,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"Preview",398,JSXText,common.preview
components\canvas\canvas-panel.tsx,common,No,"Open in Designer with live preview",401,JSXText,common.open_in_designer_with_live_preview
components\canvas\canvas-panel.tsx,common,No,"ghost",406,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"icon",407,PropString,common.icon
components\canvas\canvas-panel.tsx,common,No,"Open in Full Designer (new window)",414,JSXText,common.open_in_full_designer_new_window
components\canvas\canvas-panel.tsx,common,No,"ghost",419,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"icon",419,PropString,common.icon
components\canvas\canvas-panel.tsx,common,No,"ghost",432,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"ghost",457,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"end",461,PropString,common.end
components\canvas\canvas-panel.tsx,common,No,"Run Code",478,JSXText,common.run_code
components\canvas\canvas-panel.tsx,common,No,"Processing...",486,JSXText,common.processing
components\canvas\canvas-panel.tsx,common,No,"destructive",494,PropString,common.destructive
components\canvas\canvas-panel.tsx,common,No,"100%",503,PropString,common.100
components\canvas\canvas-panel.tsx,common,No,"AI Response",535,JSXText,common.ai_response
components\canvas\canvas-panel.tsx,common,No,"ghost",537,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"icon",538,PropString,common.icon
components\canvas\canvas-panel.tsx,common,No,"No document open",561,JSXText,common.no_document_open
components\canvas\canvas-panel.tsx,common,No,"ghost",621,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"code",100,PropString,common.code
components\chat\renderers\code-block.tsx,common,Yes," : ''}",139,TemplateLiteral,common._
components\chat\renderers\code-block.tsx,common,Yes,"code",146,JSXText,common.code
components\chat\renderers\code-block.tsx,common,Yes,"font-mono",146,PropString,common.fontmono
components\chat\renderers\code-block.tsx,common,Yes,"ghost",154,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",155,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"ghost",170,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",171,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"ghost",186,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",187,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"Copy",196,JSXText,common.copy
components\chat\renderers\code-block.tsx,common,Yes,"ghost",202,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",203,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"Download",211,JSXText,common.download
components\chat\renderers\code-block.tsx,common,Yes,"ghost",217,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",218,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"Fullscreen",226,JSXText,common.fullscreen
components\chat\renderers\code-block.tsx,common,Yes,"ghost",246,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",247,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"ghost",260,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",261,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"ghost",274,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",275,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"Copy",284,JSXText,common.copy
components\chat\renderers\code-block.tsx,common,Yes,"ghost",289,PropString,common.ghost
components\chat\renderers\code-block.tsx,common,Yes,"icon",290,PropString,common.icon
components\chat\renderers\code-block.tsx,common,Yes,"Download",298,JSXText,common.download
components\chat\preset-manager-dialog.tsx,common,Yes,"list",371,PropString,common.list
components\chat\preset-manager-dialog.tsx,common,Yes,"edit",372,PropString,common.edit
components\chat\preset-manager-dialog.tsx,common,Yes,"list",378,PropString,common.list
components\chat\preset-manager-dialog.tsx,common,Yes,"edit",445,PropString,common.edit
components\chat\preset-manager-dialog.tsx,common,Yes,"outline",467,PropString,common.outline
components\chat\preset-manager-dialog.tsx,common,Yes,"ghost",542,PropString,common.ghost
components\chat\preset-manager-dialog.tsx,common,Yes,"icon",543,PropString,common.icon
components\chat\preset-manager-dialog.tsx,common,Yes,"ghost",553,PropString,common.ghost
components\chat\preset-manager-dialog.tsx,common,Yes,"icon",554,PropString,common.icon
components\chat\preset-manager-dialog.tsx,common,Yes,"ghost",564,PropString,common.ghost
components\chat\preset-manager-dialog.tsx,common,Yes,"icon",565,PropString,common.icon
components\chat\preset-manager-dialog.tsx,common,Yes,"name",614,PropString,common.name
components\chat\preset-manager-dialog.tsx,common,Yes,"name",616,PropString,common.name
components\chat\preset-manager-dialog.tsx,common,Yes,"cursor-pointer",636,PropString,common.cursorpointer
components\chat\preset-manager-dialog.tsx,common,Yes,"description",664,PropString,common.description
components\chat\preset-manager-dialog.tsx,common,Yes,"description",666,PropString,common.description
components\chat\preset-manager-dialog.tsx,common,Yes,"auto",689,PropString,common.auto
components\chat\preset-manager-dialog.tsx,common,Yes,"gpt-4o",704,PropString,common.gpt4o
components\chat\preset-manager-dialog.tsx,common,Yes,"chat",718,PropString,common.chat
components\chat\preset-manager-dialog.tsx,common,Yes,"agent",719,PropString,common.agent
components\chat\preset-manager-dialog.tsx,common,Yes,"research",720,PropString,common.research
components\chat\preset-manager-dialog.tsx,common,Yes,"outline",780,PropString,common.outline
components\chat\preset-manager-dialog.tsx,common,Yes,"outline",808,PropString,common.outline
components\chat\preset-manager-dialog.tsx,common,Yes,"outline",820,PropString,common.outline
components\chat\preset-manager-dialog.tsx,common,Yes,"ghost",843,PropString,common.ghost
components\chat\preset-manager-dialog.tsx,common,Yes,"icon",844,PropString,common.icon
components\settings\mcp-server-dialog.tsx,common,Yes,"server-name",181,PropString,common.servername
components\settings\mcp-server-dialog.tsx,common,Yes,"server-name",183,PropString,common.servername
components\settings\mcp-server-dialog.tsx,common,Yes,"stdio",203,PropString,common.stdio
components\settings\mcp-server-dialog.tsx,common,Yes,"sse",204,PropString,common.sse
components\settings\mcp-server-dialog.tsx,common,Yes,"command",213,PropString,common.command
components\settings\mcp-server-dialog.tsx,common,Yes,"command",215,PropString,common.command
components\settings\mcp-server-dialog.tsx,common,Yes,"outline",238,PropString,common.outline
components\settings\mcp-server-dialog.tsx,common,Yes,"icon",239,PropString,common.icon
components\settings\mcp-server-dialog.tsx,common,Yes,"button",241,PropString,common.button
components\settings\mcp-server-dialog.tsx,common,Yes,"button",254,PropString,common.button
components\settings\mcp-server-dialog.tsx,common,Yes,"sse-url",267,PropString,common.sseurl
components\settings\mcp-server-dialog.tsx,common,Yes,"sse-url",269,PropString,common.sseurl
components\settings\mcp-server-dialog.tsx,common,Yes,"outline",295,PropString,common.outline
components\settings\mcp-server-dialog.tsx,common,Yes,"icon",296,PropString,common.icon
components\settings\mcp-server-dialog.tsx,common,Yes,"button",298,PropString,common.button
components\settings\mcp-server-dialog.tsx,common,Yes,"ghost",315,PropString,common.ghost
components\settings\mcp-server-dialog.tsx,common,Yes,"icon",316,PropString,common.icon
components\settings\mcp-server-dialog.tsx,common,Yes,"button",324,PropString,common.button
components\settings\mcp-server-dialog.tsx,common,Yes,"ghost",333,PropString,common.ghost
components\settings\mcp-server-dialog.tsx,common,Yes,"icon",334,PropString,common.icon
components\settings\mcp-server-dialog.tsx,common,Yes,"button",337,PropString,common.button
components\settings\mcp-server-dialog.tsx,common,Yes,"enabled",350,PropString,common.enabled
components\settings\mcp-server-dialog.tsx,common,Yes,"enabled",356,PropString,common.enabled
components\settings\mcp-server-dialog.tsx,common,Yes,"auto-start",363,PropString,common.autostart
components\settings\mcp-server-dialog.tsx,common,Yes,"auto-start",369,PropString,common.autostart
components\settings\mcp-server-dialog.tsx,common,Yes,"outline",377,PropString,common.outline
components\chat\chat-header.tsx,common,Yes,"vertical",209,PropString,common.vertical
components\chat\chat-header.tsx,common,Yes,"ghost",214,PropString,common.ghost
components\chat\chat-header.tsx,common,Yes,"sm",214,PropString,common.sm
components\chat\chat-header.tsx,common,Yes,"start",220,PropString,common.start
components\chat\chat-header.tsx,common,Yes,"vertical",237,PropString,common.vertical
components\chat\chat-header.tsx,common,Yes,"vertical",256,PropString,common.vertical
components\chat\chat-header.tsx,common,Yes,"outline",259,PropString,common.outline
components\chat\chat-header.tsx,common,Yes,"vertical",275,PropString,common.vertical
components\chat\chat-header.tsx,common,Yes,"/skills",276,PropString,common.skills
components\chat\chat-header.tsx,common,Yes,"vertical",283,PropString,common.vertical
components\chat\chat-header.tsx,common,Yes,"ghost",301,PropString,common.ghost
components\chat\chat-header.tsx,common,Yes,"icon",301,PropString,common.icon
components\chat\chat-header.tsx,common,Yes,"ghost",313,PropString,common.ghost
components\chat\chat-header.tsx,common,Yes,"icon",313,PropString,common.icon
components\chat\chat-header.tsx,common,Yes,"ghost",323,PropString,common.ghost
components\chat\chat-header.tsx,common,Yes,"icon",323,PropString,common.icon
components\chat\chat-header.tsx,common,Yes,"end",327,PropString,common.end
components\chat\chat-header.tsx,common,Yes,"sm",347,PropString,common.sm
components\chat\chat-header.tsx,common,Yes,"end",354,PropString,common.end
components\chat\chat-header.tsx,common,Yes,"ghost",386,PropString,common.ghost
components\chat\chat-header.tsx,common,Yes,"icon",386,PropString,common.icon
components\chat\chat-header.tsx,common,Yes,"end",390,PropString,common.end
components\chat\chat-header.tsx,common,Yes,"Open conversation in...",457,JSXText,common.open_conversation_in
components\chat\chat-header.tsx,common,Yes,"outline",473,PropString,common.outline
components\chat\chat-header.tsx,common,Yes,"sm",474,PropString,common.sm
components\chat\chat-input.tsx,common,Yes,"ghost",718,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",719,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"file",754,PropString,common.file
components\chat\chat-input.tsx,common,Yes,"hidden",756,PropString,common.hidden
components\chat\chat-input.tsx,common,Yes,"ghost",770,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",771,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"ghost",810,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",811,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"ghost",830,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",831,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"ghost",877,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",878,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"default",897,PropString,common.default
components\chat\chat-input.tsx,common,Yes,"icon",898,PropString,common.icon
components\chat\chat-input.tsx,common,Yes,"ghost",922,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"sm",923,PropString,common.sm
components\chat\chat-input.tsx,common,Yes,"ghost",941,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"sm",942,PropString,common.sm
components\chat\chat-input.tsx,common,Yes,"ghost",961,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"sm",962,PropString,common.sm
components\chat\chat-input.tsx,common,Yes,"ghost",983,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"sm",984,PropString,common.sm
components\chat\chat-input.tsx,common,Yes,"ghost",1005,PropString,common.ghost
components\chat\chat-input.tsx,common,Yes,"icon",1006,PropString,common.icon
components\settings\search-settings.tsx,common,Yes,"secondary",207,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"default",237,PropString,common.default
components\settings\search-settings.tsx,common,Yes,"outline",242,PropString,common.outline
components\settings\search-settings.tsx,common,Yes,"API Key",272,JSXText,common.api_key
components\settings\search-settings.tsx,common,Yes,"button",284,PropString,common.button
components\settings\search-settings.tsx,common,Yes,"ghost",285,PropString,common.ghost
components\settings\search-settings.tsx,common,Yes,"icon",286,PropString,common.icon
components\settings\search-settings.tsx,common,Yes,"outline",298,PropString,common.outline
components\settings\search-settings.tsx,common,Yes,"_blank",332,PropString,common.blank
components\settings\search-settings.tsx,common,Yes,"AI Answer",344,JSXText,common.ai_answer
components\settings\search-settings.tsx,common,Yes,"secondary",344,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"News",347,JSXText,common.news
components\settings\search-settings.tsx,common,Yes,"secondary",347,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"Images",350,JSXText,common.images
components\settings\search-settings.tsx,common,Yes,"secondary",350,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"Academic",353,JSXText,common.academic
components\settings\search-settings.tsx,common,Yes,"secondary",353,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"Recency Filter",356,JSXText,common.recency_filter
components\settings\search-settings.tsx,common,Yes,"secondary",356,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"Domain Filter",359,JSXText,common.domain_filter
components\settings\search-settings.tsx,common,Yes,"secondary",359,PropString,common.secondary
components\settings\search-settings.tsx,common,Yes,"Content Extraction",362,JSXText,common.content_extraction
components\settings\search-settings.tsx,common,Yes,"secondary",362,PropString,common.secondary
app\designer\page.tsx,common,No,"sm",193,PropString,common.sm
app\designer\page.tsx,common,No,"Designer",202,JSXText,common.designer
app\designer\page.tsx,common,No,"icon",211,PropString,common.icon
app\designer\page.tsx,common,No,"icon",220,PropString,common.icon
app\designer\page.tsx,common,No,"icon",233,PropString,common.icon
app\designer\page.tsx,common,No,"icon",241,PropString,common.icon
app\designer\page.tsx,common,No,"outline",249,PropString,common.outline
app\designer\page.tsx,common,No,"sm",249,PropString,common.sm
app\designer\page.tsx,common,No,"outline",254,PropString,common.outline
app\designer\page.tsx,common,No,"sm",255,PropString,common.sm
app\designer\page.tsx,common,No,"Open in Canvas for detailed code editing with Monaco Editor",257,PropString,common.open_in_canvas_for_detailed_code_editing_with_mona
app\designer\page.tsx,common,No,"sm",264,PropString,common.sm
app\designer\page.tsx,common,No,"outline",289,PropString,common.outline
app\designer\page.tsx,common,No,"sm",306,PropString,common.sm
app\designer\page.tsx,common,No,"icon",321,PropString,common.icon
app\designer\page.tsx,common,No,"Choose a Template",347,JSXText,common.choose_a_template
app\designer\page.tsx,common,No,"sm",359,PropString,common.sm
app\designer\page.tsx,common,No,"all",367,PropString,common.all
app\designer\page.tsx,common,No,"All",369,JSXText,common.all
app\designer\page.tsx,common,No,"all",369,PropString,common.all
app\designer\page.tsx,common,No,"all",378,PropString,common.all
app\designer\page.tsx,common,No,"outline",395,PropString,common.outline
app\designer\page.tsx,common,No,"outline",421,PropString,common.outline
components\chat\branch-selector.tsx,common,No,"ghost",117,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"sm",117,PropString,common.sm
components\chat\branch-selector.tsx,common,No,"secondary",120,PropString,common.secondary
components\chat\branch-selector.tsx,common,No,"outline",127,PropString,common.outline
components\chat\branch-selector.tsx,common,No,"sm",127,PropString,common.sm
components\chat\branch-selector.tsx,common,No,"end",136,PropString,common.end
components\chat\branch-selector.tsx,common,No,"Main",149,JSXText,common.main
components\chat\branch-selector.tsx,common,No,"default",151,PropString,common.default
components\chat\branch-selector.tsx,common,No,"ghost",173,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"icon",174,PropString,common.icon
components\chat\branch-selector.tsx,common,No,"ghost",181,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"icon",182,PropString,common.icon
components\chat\branch-selector.tsx,common,No,"default",200,PropString,common.default
components\chat\branch-selector.tsx,common,No,"ghost",206,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"icon",207,PropString,common.icon
components\chat\branch-selector.tsx,common,No,"ghost",217,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"icon",218,PropString,common.icon
components\chat\branch-selector.tsx,common,No,"Delete Branch",245,JSXText,common.delete_branch
components\chat\branch-selector.tsx,common,No,"Cancel",253,JSXText,common.cancel
components\chat\branch-selector.tsx,common,No," Promise",273,JSXText,common._promise
components\chat\branch-selector.tsx,common,No,"ghost",307,PropString,common.ghost
components\chat\branch-selector.tsx,common,No,"sm",308,PropString,common.sm
components\chat\renderers\mermaid-block.tsx,common,Yes,"true",148,PropString,common.true
components\chat\renderers\mermaid-block.tsx,common,Yes,"true",164,PropString,common.true
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",171,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",172,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",185,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",186,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",219,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",220,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",235,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",236,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",253,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",254,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"end",265,PropString,common.end
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",280,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",281,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",318,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",319,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"Copy source",328,JSXText,common.copy_source
components\chat\renderers\mermaid-block.tsx,common,Yes,"ghost",333,PropString,common.ghost
components\chat\renderers\mermaid-block.tsx,common,Yes,"icon",334,PropString,common.icon
components\chat\renderers\mermaid-block.tsx,common,Yes,"Export PNG",343,JSXText,common.export_png
components\chat\renderers\mermaid-block.tsx,common,Yes,"View Source Code",361,JSXText,common.view_source_code
components\projects\create-project-dialog.tsx,common,Yes,"basic",156,PropString,common.basic
components\projects\create-project-dialog.tsx,common,Yes,"basic",158,PropString,common.basic
components\projects\create-project-dialog.tsx,common,Yes,"appearance",159,PropString,common.appearance
components\projects\create-project-dialog.tsx,common,Yes,"defaults",160,PropString,common.defaults
components\projects\create-project-dialog.tsx,common,Yes,"basic",163,PropString,common.basic
components\projects\create-project-dialog.tsx,common,Yes,"name",165,PropString,common.name
components\projects\create-project-dialog.tsx,common,Yes,"name",167,PropString,common.name
components\projects\create-project-dialog.tsx,common,Yes,"description",175,PropString,common.description
components\projects\create-project-dialog.tsx,common,Yes,"description",177,PropString,common.description
components\projects\create-project-dialog.tsx,common,Yes,"instructions",186,PropString,common.instructions
components\projects\create-project-dialog.tsx,common,Yes,"instructions",188,PropString,common.instructions
components\projects\create-project-dialog.tsx,common,Yes,"appearance",213,PropString,common.appearance
components\projects\create-project-dialog.tsx,common,Yes,"button",237,PropString,common.button
components\projects\create-project-dialog.tsx,common,Yes,"button",259,PropString,common.button
components\projects\create-project-dialog.tsx,common,Yes,"defaults",278,PropString,common.defaults
components\projects\create-project-dialog.tsx,common,Yes,"provider",284,PropString,common.provider
components\projects\create-project-dialog.tsx,common,Yes,"model",302,PropString,common.model
components\projects\create-project-dialog.tsx,common,Yes,"mode",320,PropString,common.mode
components\projects\create-project-dialog.tsx,common,Yes,"chat",327,PropString,common.chat
components\projects\create-project-dialog.tsx,common,Yes,"agent",328,PropString,common.agent
components\projects\create-project-dialog.tsx,common,Yes,"research",329,PropString,common.research
components\projects\create-project-dialog.tsx,common,Yes,"outline",337,PropString,common.outline
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",132,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"icon",133,PropString,common.icon
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",141,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"icon",142,PropString,common.icon
components\agent\agent-plan-editor.tsx,common,Yes,"sm",173,PropString,common.sm
components\agent\agent-plan-editor.tsx,common,Yes,"sm",177,PropString,common.sm
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",177,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",217,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"icon",217,PropString,common.icon
components\agent\agent-plan-editor.tsx,common,Yes,"end",221,PropString,common.end
components\agent\agent-plan-editor.tsx,common,Yes," : ''}",360,TemplateLiteral,common._
components\agent\agent-plan-editor.tsx,common,Yes,"outline",488,PropString,common.outline
components\agent\agent-plan-editor.tsx,common,Yes,"Progress",531,JSXText,common.progress
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",544,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"icon",545,PropString,common.icon
components\agent\agent-plan-editor.tsx,common,Yes,"Refine with AI",548,PropString,common.refine_with_ai
components\agent\agent-plan-editor.tsx,common,Yes,"sm",603,PropString,common.sm
components\agent\agent-plan-editor.tsx,common,Yes,"sm",608,PropString,common.sm
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",609,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"outline",622,PropString,common.outline
components\agent\agent-plan-editor.tsx,common,Yes,"ghost",651,PropString,common.ghost
components\agent\agent-plan-editor.tsx,common,Yes,"sm",652,PropString,common.sm
components\chat\renderers\math-block.tsx,common,Yes,"true",132,PropString,common.true
components\chat\renderers\math-block.tsx,common,Yes,"ghost",139,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",140,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"ghost",153,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",154,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"math",181,PropString,common.math
components\chat\renderers\math-block.tsx,common,Yes,"ghost",189,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",190,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"ghost",205,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",206,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"ghost",223,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",224,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"end",235,PropString,common.end
components\chat\renderers\math-block.tsx,common,Yes,"true",237,PropString,common.true
components\chat\renderers\math-block.tsx,common,Yes,"ghost",250,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",251,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"ghost",289,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",290,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"ghost",304,PropString,common.ghost
components\chat\renderers\math-block.tsx,common,Yes,"icon",305,PropString,common.icon
components\chat\renderers\math-block.tsx,common,Yes,"true",311,PropString,common.true
components\chat\renderers\enhanced-table.tsx,common,Yes,"text",290,PropString,common.text
components\chat\renderers\enhanced-table.tsx,common,Yes,"ghost",306,PropString,common.ghost
components\chat\renderers\enhanced-table.tsx,common,Yes,"icon",307,PropString,common.icon
components\chat\renderers\enhanced-table.tsx,common,Yes,"ghost",324,PropString,common.ghost
components\chat\renderers\enhanced-table.tsx,common,Yes,"icon",324,PropString,common.icon
components\chat\renderers\enhanced-table.tsx,common,Yes,"end",331,PropString,common.end
components\chat\renderers\enhanced-table.tsx,common,Yes,"ghost",357,PropString,common.ghost
components\chat\renderers\enhanced-table.tsx,common,Yes,"icon",358,PropString,common.icon
components\chat\renderers\enhanced-table.tsx,common,Yes,"text-muted-foreground",377,PropString,common.textmutedforeground
components\chat\renderers\enhanced-table.tsx,common,Yes,"ghost",384,PropString,common.ghost
components\chat\renderers\enhanced-table.tsx,common,Yes,"icon",385,PropString,common.icon
components\chat\renderers\enhanced-table.tsx,common,Yes,"ghost",396,PropString,common.ghost
components\chat\renderers\enhanced-table.tsx,common,Yes,"icon",397,PropString,common.icon
components\chat\renderers\enhanced-table.tsx,common,Yes,"text",428,PropString,common.text
components\chat\renderers\enhanced-table.tsx,common,Yes,"outline",441,PropString,common.outline
components\chat\renderers\enhanced-table.tsx,common,Yes,"outline",445,PropString,common.outline
components\chat\renderers\enhanced-table.tsx,common,Yes,"outline",449,PropString,common.outline
components\chat\renderers\enhanced-table.tsx,common,Yes,"text-muted-foreground",464,PropString,common.textmutedforeground
components\chat\renderers\enhanced-table.tsx,common,Yes,"outline",471,PropString,common.outline
components\chat\renderers\enhanced-table.tsx,common,Yes,"outline",483,PropString,common.outline
components\designer\react-sandbox.tsx,common,No,"Start editing to see your changes live.",275,JSXText,common.start_editing_to_see_your_changes_live
components\designer\react-sandbox.tsx,common,No,"horizontal",380,PropString,common.horizontal
components\designer\react-sandbox.tsx,common,No,"vertical",572,PropString,common.vertical
components\designer\react-sandbox.tsx,common,No,"icon",581,PropString,common.icon
components\designer\react-sandbox.tsx,common,No,"vertical",593,PropString,common.vertical
components\designer\react-sandbox.tsx,common,No,"ghost",598,PropString,common.ghost
components\designer\react-sandbox.tsx,common,No,"icon",598,PropString,common.icon
components\designer\react-sandbox.tsx,common,No,"Refresh Preview",602,JSXText,common.refresh_preview
components\designer\react-sandbox.tsx,common,No,"icon",609,PropString,common.icon
components\designer\react-sandbox.tsx,common,No,"File Explorer",616,JSXText,common.file_explorer
components\designer\react-sandbox.tsx,common,No,"icon",623,PropString,common.icon
components\designer\react-sandbox.tsx,common,No,"Console",630,JSXText,common.console
components\designer\react-sandbox.tsx,common,No,"default",640,PropString,common.default
components\designer\react-sandbox.tsx,common,No,"AI Edit",642,JSXText,common.ai_edit
components\designer\react-sandbox.tsx,common,No,"text-xs",642,PropString,common.textxs
components\designer\react-sandbox.tsx,common,No,"Edit with AI",645,JSXText,common.edit_with_ai
components\designer\react-sandbox.tsx,common,No,"ghost",652,PropString,common.ghost
components\designer\react-sandbox.tsx,common,No,"More",653,JSXText,common.more
components\designer\react-sandbox.tsx,common,No,"text-xs",653,PropString,common.textxs
components\designer\react-sandbox.tsx,common,No,"end",657,PropString,common.end
components\chat\renderers\vegalite-block.tsx,common,Yes,"true",177,PropString,common.true
components\chat\renderers\vegalite-block.tsx,common,Yes,"true",193,PropString,common.true
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",200,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",201,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",214,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",215,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",248,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",249,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",264,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",265,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",282,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",283,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"end",294,PropString,common.end
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",309,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",310,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",346,PropString,common.ghost
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",347,PropString,common.icon
components\chat\renderers\vegalite-block.tsx,common,Yes,"ghost",361,PropString,common.ghost
