File,Namespace,Has i18n,String,Line,Type,Suggested Key
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"sm",374,PropString,common.sm
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"outline",390,PropString,common.outline
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",391,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",405,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"vertical",418,PropString,common.vertical
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",426,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",440,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",454,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"ghost",466,PropString,common.ghost
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"icon",466,PropString,common.icon
components\workflow-editor\workflow-toolbar.tsx,common,Yes,"end",470,PropString,common.end
components\settings\response-settings.tsx,common,Yes,"Preview unavailable",60,JSXText,common.preview_unavailable
components\settings\response-settings.tsx,common,Yes,"Preview:",66,JSXText,common.preview
components\settings\response-settings.tsx,common,Yes,"line-numbers",182,PropString,common.linenumbers
components\settings\response-settings.tsx,common,Yes,"line-numbers",184,PropString,common.linenumbers
components\settings\response-settings.tsx,common,Yes,"syntax-highlight",190,PropString,common.syntaxhighlight
components\settings\response-settings.tsx,common,Yes,"syntax-highlight",192,PropString,common.syntaxhighlight
components\settings\response-settings.tsx,common,Yes,"code-word-wrap",198,PropString,common.codewordwrap
components\settings\response-settings.tsx,common,Yes,"code-word-wrap",200,PropString,common.codewordwrap
components\settings\response-settings.tsx,common,Yes,"LaTeX",236,JSXText,common.latex
components\settings\response-settings.tsx,common,Yes,"math-rendering",236,PropString,common.mathrendering
components\settings\response-settings.tsx,common,Yes,"math-rendering",238,PropString,common.mathrendering
components\settings\response-settings.tsx,common,Yes,"Mermaid",244,JSXText,common.mermaid
components\settings\response-settings.tsx,common,Yes,"mermaid-diagrams",244,PropString,common.mermaiddiagrams
components\settings\response-settings.tsx,common,Yes,"mermaid-diagrams",246,PropString,common.mermaiddiagrams
components\settings\response-settings.tsx,common,Yes,"VegaLite",252,JSXText,common.vegalite
components\settings\response-settings.tsx,common,Yes,"vegalite-charts",252,PropString,common.vegalitecharts
components\settings\response-settings.tsx,common,Yes,"vegalite-charts",254,PropString,common.vegalitecharts
components\settings\response-settings.tsx,common,Yes,"center",300,PropString,common.center
components\settings\response-settings.tsx,common,Yes,"left",301,PropString,common.left
components\settings\response-settings.tsx,common,Yes,"math-copy-button",307,PropString,common.mathcopybutton
components\settings\response-settings.tsx,common,Yes,"math-copy-button",309,PropString,common.mathcopybutton
components\settings\response-settings.tsx,common,Yes,"Default",347,JSXText,common.default
components\settings\response-settings.tsx,common,Yes,"default",347,PropString,common.default
components\settings\response-settings.tsx,common,Yes,"Dark",348,JSXText,common.dark
components\settings\response-settings.tsx,common,Yes,"dark",348,PropString,common.dark
components\settings\response-settings.tsx,common,Yes,"Forest",349,JSXText,common.forest
components\settings\response-settings.tsx,common,Yes,"forest",349,PropString,common.forest
components\settings\response-settings.tsx,common,Yes,"Neutral",350,JSXText,common.neutral
components\settings\response-settings.tsx,common,Yes,"neutral",350,PropString,common.neutral
components\settings\response-settings.tsx,common,Yes,"Default",365,JSXText,common.default
components\settings\response-settings.tsx,common,Yes,"default",365,PropString,common.default
components\settings\response-settings.tsx,common,Yes,"Dark",366,JSXText,common.dark
components\settings\response-settings.tsx,common,Yes,"dark",366,PropString,common.dark
components\settings\response-settings.tsx,common,Yes,"Excel",367,JSXText,common.excel
components\settings\response-settings.tsx,common,Yes,"excel",367,PropString,common.excel
components\settings\response-settings.tsx,common,Yes,"FiveThirtyEight",368,JSXText,common.fivethirtyeight
components\settings\response-settings.tsx,common,Yes,"fivethirtyeight",368,PropString,common.fivethirtyeight
components\settings\response-settings.tsx,common,Yes,"const greet = (n) => console.log(\",438,TemplateLiteral,common.const_greet_n_consolelog
components\settings\response-settings.tsx,common,Yes,");",438,TemplateLiteral,common.
components\chat\quoted-content.tsx,common,Yes,"icon",143,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"ghost",162,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",163,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"ghost",179,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",180,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"ghost",195,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",196,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"ghost",214,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",214,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"end",221,PropString,common.end
components\chat\quoted-content.tsx,common,Yes,"ghost",242,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",242,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"end",249,PropString,common.end
components\chat\quoted-content.tsx,common,Yes,"ghost",269,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",270,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"ghost",290,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"ghost",473,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"ghost",509,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",510,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Move up",518,JSXText,common.move_up
components\chat\quoted-content.tsx,common,Yes,"ghost",523,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",524,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Move down",532,JSXText,common.move_down
components\chat\quoted-content.tsx,common,Yes,"ghost",542,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",543,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Collapse",550,JSXText,common.collapse
components\chat\quoted-content.tsx,common,Yes,"ghost",558,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",559,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Copy",566,JSXText,common.copy
components\chat\quoted-content.tsx,common,Yes,"ghost",573,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",574,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Edit",581,JSXText,common.edit
components\chat\quoted-content.tsx,common,Yes,"ghost",588,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",589,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Duplicate",596,JSXText,common.duplicate
components\chat\quoted-content.tsx,common,Yes,"ghost",603,PropString,common.ghost
components\chat\quoted-content.tsx,common,Yes,"icon",604,PropString,common.icon
components\chat\quoted-content.tsx,common,Yes,"Remove",611,JSXText,common.remove
components\export\animated-export-dialog.tsx,common,No,"outline",212,PropString,common.outline
components\export\animated-export-dialog.tsx,common,No,"sm",212,PropString,common.sm
components\export\animated-export-dialog.tsx,common,No,"Animated Chat Export",220,JSXText,common.animated_chat_export
components\export\animated-export-dialog.tsx,common,No,"preview",226,PropString,common.preview
components\export\animated-export-dialog.tsx,common,No,"Preview",228,JSXText,common.preview
components\export\animated-export-dialog.tsx,common,No,"preview",228,PropString,common.preview
components\export\animated-export-dialog.tsx,common,No,"settings",229,PropString,common.settings
components\export\animated-export-dialog.tsx,common,No,"preview",235,PropString,common.preview
components\export\animated-export-dialog.tsx,common,No,"outline",245,PropString,common.outline
components\export\animated-export-dialog.tsx,common,No,"icon",246,PropString,common.icon
components\export\animated-export-dialog.tsx,common,No,"outline",255,PropString,common.outline
components\export\animated-export-dialog.tsx,common,No,"icon",255,PropString,common.icon
components\export\animated-export-dialog.tsx,common,No,"icon",266,PropString,common.icon
components\export\animated-export-dialog.tsx,common,No,"icon",274,PropString,common.icon
components\export\animated-export-dialog.tsx,common,No,"icon",282,PropString,common.icon
components\export\animated-export-dialog.tsx,common,No,"settings",330,PropString,common.settings
components\export\animated-export-dialog.tsx,common,No,"Animation",333,JSXText,common.animation
components\export\animated-export-dialog.tsx,common,No,"Typing Speed",337,JSXText,common.typing_speed
components\export\animated-export-dialog.tsx,common,No,"Message Delay",351,JSXText,common.message_delay
components\export\animated-export-dialog.tsx,common,No,"Display",366,JSXText,common.display
components\export\animated-export-dialog.tsx,common,No,"Theme",369,JSXText,common.theme
components\export\animated-export-dialog.tsx,common,No,"Light",375,JSXText,common.light
components\export\animated-export-dialog.tsx,common,No,"light",375,PropString,common.light
components\export\animated-export-dialog.tsx,common,No,"Dark",376,JSXText,common.dark
components\export\animated-export-dialog.tsx,common,No,"dark",376,PropString,common.dark
components\export\animated-export-dialog.tsx,common,No,"System",377,JSXText,common.system
components\export\animated-export-dialog.tsx,common,No,"system",377,PropString,common.system
components\export\animated-export-dialog.tsx,common,No,"Show Timestamps",383,JSXText,common.show_timestamps
components\export\animated-export-dialog.tsx,common,No,"show-timestamps",383,PropString,common.showtimestamps
components\export\animated-export-dialog.tsx,common,No,"show-timestamps",385,PropString,common.showtimestamps
components\export\animated-export-dialog.tsx,common,No,"Show Playback Controls",392,JSXText,common.show_playback_controls
components\export\animated-export-dialog.tsx,common,No,"show-controls",392,PropString,common.showcontrols
components\export\animated-export-dialog.tsx,common,No,"show-controls",394,PropString,common.showcontrols
components\export\animated-export-dialog.tsx,common,No,"Auto-play on Load",401,JSXText,common.autoplay_on_load
components\export\animated-export-dialog.tsx,common,No,"auto-play",401,PropString,common.autoplay
components\export\animated-export-dialog.tsx,common,No,"auto-play",403,PropString,common.autoplay
components\export\animated-export-dialog.tsx,common,No,"outline",414,PropString,common.outline
components\designer\designer-toolbar.tsx,common,No,"sm",108,PropString,common.sm
components\designer\designer-toolbar.tsx,common,No,"vertical",121,PropString,common.vertical
components\designer\designer-toolbar.tsx,common,No,"icon",130,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"vertical",142,PropString,common.vertical
components\designer\designer-toolbar.tsx,common,No,"ghost",149,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"icon",150,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Zoom Out",158,JSXText,common.zoom_out
components\designer\designer-toolbar.tsx,common,No,"ghost",168,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"icon",169,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Zoom In",177,JSXText,common.zoom_in
components\designer\designer-toolbar.tsx,common,No,"ghost",183,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"icon",184,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Reset Zoom",192,JSXText,common.reset_zoom
components\designer\designer-toolbar.tsx,common,No,"vertical",196,PropString,common.vertical
components\designer\designer-toolbar.tsx,common,No,"ghost",203,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"icon",204,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Undo",212,JSXText,common.undo
components\designer\designer-toolbar.tsx,common,No,"ghost",218,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"icon",219,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Redo",227,JSXText,common.redo
components\designer\designer-toolbar.tsx,common,No,"icon",240,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Element Tree",247,JSXText,common.element_tree
components\designer\designer-toolbar.tsx,common,No,"icon",254,PropString,common.icon
components\designer\designer-toolbar.tsx,common,No,"Style Panel",261,JSXText,common.style_panel
components\designer\designer-toolbar.tsx,common,No,"vertical",265,PropString,common.vertical
components\designer\designer-toolbar.tsx,common,No,"default",271,PropString,common.default
components\designer\designer-toolbar.tsx,common,No,"sm",272,PropString,common.sm
components\designer\designer-toolbar.tsx,common,No,"AI Edit",277,JSXText,common.ai_edit
components\designer\designer-toolbar.tsx,common,No,"Edit with AI",280,JSXText,common.edit_with_ai
components\designer\designer-toolbar.tsx,common,No,"outline",288,PropString,common.outline
components\designer\designer-toolbar.tsx,common,No,"sm",289,PropString,common.sm
components\designer\designer-toolbar.tsx,common,No,"Edit Code",294,JSXText,common.edit_code
components\designer\designer-toolbar.tsx,common,No,"Open in Canvas for detailed editing",297,JSXText,common.open_in_canvas_for_detailed_editing
components\designer\designer-toolbar.tsx,common,No,"ghost",304,PropString,common.ghost
components\designer\designer-toolbar.tsx,common,No,"sm",304,PropString,common.sm
components\designer\designer-toolbar.tsx,common,No,"More",305,JSXText,common.more
components\designer\designer-toolbar.tsx,common,No,"end",308,PropString,common.end
components\agent\background-agent-panel.tsx,common,Yes,"outline",133,PropString,common.outline
components\agent\background-agent-panel.tsx,common,Yes,"ghost",178,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",179,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Start",186,JSXText,common.start
components\agent\background-agent-panel.tsx,common,Yes,"ghost",194,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",195,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Pause",202,JSXText,common.pause
components\agent\background-agent-panel.tsx,common,Yes,"ghost",210,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",211,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Resume",218,JSXText,common.resume
components\agent\background-agent-panel.tsx,common,Yes,"ghost",226,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",227,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Cancel",234,JSXText,common.cancel
components\agent\background-agent-panel.tsx,common,Yes,"ghost",242,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",243,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Delete",250,JSXText,common.delete
components\agent\background-agent-panel.tsx,common,Yes,"right",294,PropString,common.right
components\agent\background-agent-panel.tsx,common,Yes,"default",301,PropString,common.default
components\agent\background-agent-panel.tsx,common,Yes,"ghost",311,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",312,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Mark all as read",322,JSXText,common.mark_all_as_read
components\agent\background-agent-panel.tsx,common,Yes,"ghost",325,PropString,common.ghost
components\agent\background-agent-panel.tsx,common,Yes,"sm",325,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"outline",338,PropString,common.outline
components\agent\background-agent-panel.tsx,common,Yes,"sm",338,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"outline",343,PropString,common.outline
components\agent\background-agent-panel.tsx,common,Yes,"sm",343,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"all",357,PropString,common.all
components\agent\background-agent-panel.tsx,common,Yes,"running",360,PropString,common.running
components\agent\background-agent-panel.tsx,common,Yes,"completed",363,PropString,common.completed
components\agent\background-agent-panel.tsx,common,Yes,"No agents",374,JSXText,common.no_agents
components\agent\background-agent-panel.tsx,common,Yes,"outline",398,PropString,common.outline
components\agent\background-agent-panel.tsx,common,Yes,"sm",398,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"destructive",404,PropString,common.destructive
components\agent\background-agent-panel.tsx,common,Yes,"sm",404,PropString,common.sm
components\agent\background-agent-panel.tsx,common,Yes,"Select an agent to view details",426,JSXText,common.select_an_agent_to_view_details
components\settings\provider-settings.tsx,common,Yes,"outline",324,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"Test Results:",359,JSXText,common.test_results
components\settings\provider-settings.tsx,common,Yes,"secondary",454,PropString,common.secondary
components\settings\provider-settings.tsx,common,Yes,"default",457,PropString,common.default
components\settings\provider-settings.tsx,common,Yes,"outline",463,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"outline",475,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"Configured",485,JSXText,common.configured
components\settings\provider-settings.tsx,common,Yes,"outline",524,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"_blank",557,PropString,common.blank
components\settings\provider-settings.tsx,common,Yes,"button",592,PropString,common.button
components\settings\provider-settings.tsx,common,Yes,"ghost",593,PropString,common.ghost
components\settings\provider-settings.tsx,common,Yes,"icon",594,PropString,common.icon
components\settings\provider-settings.tsx,common,Yes,"outline",607,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"_blank",641,PropString,common.blank
components\settings\provider-settings.tsx,common,Yes,"API Key Rotation",660,JSXText,common.api_key_rotation
components\settings\provider-settings.tsx,common,Yes,"outline",661,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"Strategy:",675,JSXText,common.strategy
components\settings\provider-settings.tsx,common,Yes,"Round Robin",687,JSXText,common.round_robin
components\settings\provider-settings.tsx,common,Yes,"round-robin",687,PropString,common.roundrobin
components\settings\provider-settings.tsx,common,Yes,"Random",688,JSXText,common.random
components\settings\provider-settings.tsx,common,Yes,"random",688,PropString,common.random
components\settings\provider-settings.tsx,common,Yes,"Least Used",689,JSXText,common.least_used
components\settings\provider-settings.tsx,common,Yes,"least-used",689,PropString,common.leastused
components\settings\provider-settings.tsx,common,Yes,"default",711,PropString,common.default
components\settings\provider-settings.tsx,common,Yes,"ghost",731,PropString,common.ghost
components\settings\provider-settings.tsx,common,Yes,"icon",732,PropString,common.icon
components\settings\provider-settings.tsx,common,Yes,"Reset stats",735,PropString,common.reset_stats
components\settings\provider-settings.tsx,common,Yes,"ghost",740,PropString,common.ghost
components\settings\provider-settings.tsx,common,Yes,"icon",741,PropString,common.icon
components\settings\provider-settings.tsx,common,Yes,"outline",773,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"outline",842,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"outline",849,PropString,common.outline
components\settings\provider-settings.tsx,common,Yes,"secondary",871,PropString,common.secondary
components\settings\provider-settings.tsx,common,Yes,"ghost",881,PropString,common.ghost
components\settings\provider-settings.tsx,common,Yes,"icon",882,PropString,common.icon
components\projects\project-detail.tsx,common,No,"Project not found",120,JSXText,common.project_not_found
components\projects\project-detail.tsx,common,No,"outline",121,PropString,common.outline
components\projects\project-detail.tsx,common,No,"ghost",161,PropString,common.ghost
components\projects\project-detail.tsx,common,No,"icon",161,PropString,common.icon
components\projects\project-detail.tsx,common,No,"outline",187,PropString,common.outline
components\projects\project-detail.tsx,common,No,"secondary",196,PropString,common.secondary
components\projects\project-detail.tsx,common,No,"outline",208,PropString,common.outline
components\projects\project-detail.tsx,common,No,"outline",215,PropString,common.outline
components\projects\project-detail.tsx,common,No,"outline",220,PropString,common.outline
components\projects\project-detail.tsx,common,No,"outline",225,PropString,common.outline
components\projects\project-detail.tsx,common,No,"Chat Sessions",249,JSXText,common.chat_sessions
components\projects\project-detail.tsx,common,No,"Knowledge Files",263,JSXText,common.knowledge_files
components\projects\project-detail.tsx,common,No,"Created",277,JSXText,common.created
components\projects\project-detail.tsx,common,No,"Last Updated",288,JSXText,common.last_updated
components\projects\project-detail.tsx,common,No,"Custom Instructions",296,JSXText,common.custom_instructions
components\projects\project-detail.tsx,common,No,"secondary",296,PropString,common.secondary
components\projects\project-detail.tsx,common,No,"outline",299,PropString,common.outline
components\projects\project-detail.tsx,common,No,"outline",302,PropString,common.outline
components\projects\project-detail.tsx,common,No,"sessions",308,PropString,common.sessions
components\projects\project-detail.tsx,common,No,"sessions",310,PropString,common.sessions
components\projects\project-detail.tsx,common,No,"knowledge",314,PropString,common.knowledge
components\projects\project-detail.tsx,common,No,"sessions",320,PropString,common.sessions
components\projects\project-detail.tsx,common,No,"outline",333,PropString,common.outline
components\projects\project-detail.tsx,common,No,"ghost",343,PropString,common.ghost
components\projects\project-detail.tsx,common,No,"icon",344,PropString,common.icon
components\projects\project-detail.tsx,common,No,"No sessions yet",361,JSXText,common.no_sessions_yet
components\projects\project-detail.tsx,common,No,"outline",367,PropString,common.outline
components\projects\project-detail.tsx,common,No,"knowledge",379,PropString,common.knowledge
components\projects\project-detail.tsx,common,No,"Danger Zone",386,JSXText,common.danger_zone
components\projects\project-detail.tsx,common,No,"Delete Project",414,JSXText,common.delete_project
components\projects\project-detail.tsx,common,No,"Cancel",421,JSXText,common.cancel
components\projects\project-detail.tsx,common,No,"Remove Session",439,JSXText,common.remove_session
components\projects\project-detail.tsx,common,No,"Cancel",446,JSXText,common.cancel
components\presets\create-preset-dialog.tsx,common,Yes,"basic",407,PropString,common.basic
components\presets\create-preset-dialog.tsx,common,Yes,"basic",409,PropString,common.basic
components\presets\create-preset-dialog.tsx,common,Yes,"model",410,PropString,common.model
components\presets\create-preset-dialog.tsx,common,Yes,"prompt",411,PropString,common.prompt
components\presets\create-preset-dialog.tsx,common,Yes,"quick",412,PropString,common.quick
components\presets\create-preset-dialog.tsx,common,Yes,"basic",415,PropString,common.basic
components\presets\create-preset-dialog.tsx,common,Yes,"name",417,PropString,common.name
components\presets\create-preset-dialog.tsx,common,Yes,"name",419,PropString,common.name
components\presets\create-preset-dialog.tsx,common,Yes,"description",427,PropString,common.description
components\presets\create-preset-dialog.tsx,common,Yes,"description",429,PropString,common.description
components\presets\create-preset-dialog.tsx,common,Yes,"button",444,PropString,common.button
components\presets\create-preset-dialog.tsx,common,Yes,"button",463,PropString,common.button
components\presets\create-preset-dialog.tsx,common,Yes,"model",477,PropString,common.model
components\presets\create-preset-dialog.tsx,common,Yes,"chat",485,PropString,common.chat
components\presets\create-preset-dialog.tsx,common,Yes,"agent",486,PropString,common.agent
components\presets\create-preset-dialog.tsx,common,Yes,"research",487,PropString,common.research
components\presets\create-preset-dialog.tsx,common,Yes,"auto",500,PropString,common.auto
components\presets\create-preset-dialog.tsx,common,Yes,"maxTokens",543,PropString,common.maxtokens
components\presets\create-preset-dialog.tsx,common,Yes,"maxTokens",545,PropString,common.maxtokens
components\presets\create-preset-dialog.tsx,common,Yes,"number",546,PropString,common.number
components\presets\create-preset-dialog.tsx,common,Yes,"prompt",591,PropString,common.prompt
components\presets\create-preset-dialog.tsx,common,Yes,"systemPrompt",594,PropString,common.systemprompt
components\presets\create-preset-dialog.tsx,common,Yes,"outline",596,PropString,common.outline
components\presets\create-preset-dialog.tsx,common,Yes,"systemPrompt",610,PropString,common.systemprompt
components\presets\create-preset-dialog.tsx,common,Yes,"quick",622,PropString,common.quick
components\presets\create-preset-dialog.tsx,common,Yes,"outline",632,PropString,common.outline
components\presets\create-preset-dialog.tsx,common,Yes,"outline",644,PropString,common.outline
components\presets\create-preset-dialog.tsx,common,Yes,"ghost",667,PropString,common.ghost
components\presets\create-preset-dialog.tsx,common,Yes,"icon",668,PropString,common.icon
components\presets\create-preset-dialog.tsx,common,Yes,"outline",719,PropString,common.outline
components\designer\v0-designer.tsx,common,No," Promise",77,JSXText,common._promise
components\designer\v0-designer.tsx,common,No,"right",231,PropString,common.right
components\designer\v0-designer.tsx,common,No,"Designer",242,JSXText,common.designer
components\designer\v0-designer.tsx,common,No,"vertical",245,PropString,common.vertical
components\designer\v0-designer.tsx,common,No,"ghost",252,PropString,common.ghost
components\designer\v0-designer.tsx,common,No,"icon",253,PropString,common.icon
components\designer\v0-designer.tsx,common,No,"Undo",261,JSXText,common.undo
components\designer\v0-designer.tsx,common,No,"ghost",267,PropString,common.ghost
components\designer\v0-designer.tsx,common,No,"icon",268,PropString,common.icon
components\designer\v0-designer.tsx,common,No,"Redo",276,JSXText,common.redo
components\designer\v0-designer.tsx,common,No,"ghost",287,PropString,common.ghost
components\designer\v0-designer.tsx,common,No,"icon",288,PropString,common.icon
components\designer\v0-designer.tsx,common,No,"ghost",300,PropString,common.ghost
components\designer\v0-designer.tsx,common,No,"icon",301,PropString,common.icon
components\designer\v0-designer.tsx,common,No,"Download code",308,JSXText,common.download_code
components\designer\v0-designer.tsx,common,No,"vertical",312,PropString,common.vertical
components\designer\v0-designer.tsx,common,No,"outline",316,PropString,common.outline
components\designer\v0-designer.tsx,common,No,"outline",328,PropString,common.outline
components\designer\v0-designer.tsx,common,No,"Open in Canvas for detailed code editing",336,JSXText,common.open_in_canvas_for_detailed_code_editing
components\designer\v0-designer.tsx,common,No,"default",351,PropString,common.default
components\designer\v0-designer.tsx,common,No,"ghost",359,PropString,common.ghost
components\designer\v0-designer.tsx,common,No,"icon",360,PropString,common.icon
components\designer\v0-designer.tsx,common,No,"secondary",386,PropString,common.secondary
components\designer\v0-designer.tsx,common,No,"Choose a Template",435,JSXText,common.choose_a_template
components\designer\v0-designer.tsx,common,No,"all",441,PropString,common.all
components\designer\v0-designer.tsx,common,No,"All",443,JSXText,common.all
components\designer\v0-designer.tsx,common,No,"all",443,PropString,common.all
components\designer\v0-designer.tsx,common,No,"all",452,PropString,common.all
components\designer\v0-designer.tsx,common,No,"secondary",510,PropString,common.secondary
components\chat\image-generation-dialog.tsx,common,Yes,"outline",132,PropString,common.outline
components\chat\image-generation-dialog.tsx,common,Yes,"sm",132,PropString,common.sm
components\chat\image-generation-dialog.tsx,common,Yes,"prompt",152,PropString,common.prompt
components\chat\image-generation-dialog.tsx,common,Yes,"prompt",154,PropString,common.prompt
components\chat\image-generation-dialog.tsx,common,Yes,"ghost",166,PropString,common.ghost
components\chat\image-generation-dialog.tsx,common,Yes,"sm",166,PropString,common.sm
components\chat\image-generation-dialog.tsx,common,Yes,"DALL-E 3 (Best quality)",184,JSXText,common.dalle_3_best_quality
components\chat\image-generation-dialog.tsx,common,Yes,"dall-e-3",184,PropString,common.dalle3
components\chat\image-generation-dialog.tsx,common,Yes,"DALL-E 2 (Faster)",185,JSXText,common.dalle_2_faster
components\chat\image-generation-dialog.tsx,common,Yes,"dall-e-2",185,PropString,common.dalle2
components\chat\image-generation-dialog.tsx,common,Yes,"Square (1024x1024)",201,JSXText,common.square_1024x1024
components\chat\image-generation-dialog.tsx,common,Yes,"1024x1024",201,PropString,common.1024x1024
components\chat\image-generation-dialog.tsx,common,Yes,"Portrait (1024x1792)",202,JSXText,common.portrait_1024x1792
components\chat\image-generation-dialog.tsx,common,Yes,"1024x1792",202,PropString,common.1024x1792
components\chat\image-generation-dialog.tsx,common,Yes,"Landscape (1792x1024)",203,JSXText,common.landscape_1792x1024
components\chat\image-generation-dialog.tsx,common,Yes,"1792x1024",203,PropString,common.1792x1024
components\chat\image-generation-dialog.tsx,common,Yes,"Standard",219,JSXText,common.standard
components\chat\image-generation-dialog.tsx,common,Yes,"standard",219,PropString,common.standard
components\chat\image-generation-dialog.tsx,common,Yes,"HD (Higher detail)",220,JSXText,common.hd_higher_detail
components\chat\image-generation-dialog.tsx,common,Yes,"hd",220,PropString,common.hd
components\chat\image-generation-dialog.tsx,common,Yes,"Vivid (Dramatic)",236,JSXText,common.vivid_dramatic
components\chat\image-generation-dialog.tsx,common,Yes,"vivid",236,PropString,common.vivid
components\chat\image-generation-dialog.tsx,common,Yes,"Natural (Realistic)",237,JSXText,common.natural_realistic
components\chat\image-generation-dialog.tsx,common,Yes,"natural",237,PropString,common.natural
components\chat\image-generation-dialog.tsx,common,Yes,"destructive",247,PropString,common.destructive
components\chat\image-generation-dialog.tsx,common,Yes,"outline",273,PropString,common.outline
components\chat\image-generation-dialog.tsx,common,Yes,"sm",299,PropString,common.sm
components\chat\image-generation-dialog.tsx,common,Yes,"secondary",300,PropString,common.secondary
components\canvas\canvas-panel.tsx,common,No,"right",336,PropString,common.right
components\canvas\canvas-panel.tsx,common,No,"secondary",348,PropString,common.secondary
components\canvas\canvas-panel.tsx,common,No,"outline",352,PropString,common.outline
components\canvas\canvas-panel.tsx,common,No,"ghost",362,PropString,common.ghost
components\canvas\canvas-panel.tsx,common,No,"icon",363,PropString,common.icon
components\canvas\canvas-panel.tsx,common,No,"Save version",373,JSXText,common.save_version
